test_id,wp,section,description,decision,priorite_tri,role_ou_raison,confirmatory,mode,engine,required_datasets,technical_outcome,scientific_verdict,dataset_cible,cause_blocage,action,source_line
S3-018,S3,Carte relationnelle et transitions,Tester la capacité à proposer des relations nouvelles qui seront ensuite validées par la littérature.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,human_review,relation_graph,relations;states,not_run,not_applicable,,,Exécuter humainement/laboratoire/externe sans modifier le critère.,222
S3-019,S3,Carte relationnelle et transitions,Mesurer le taux de faux positifs.,GARDER,P2,contrôle anti-faux-positif,False,data_required,relation_graph,relations;states,blocked,undetermined,relations ; states,non_admissible_comme_preuve_empirique,Acquérir/relier la donnée admissible : relations ; states.,223
S3-020,S3,Carte relationnelle et transitions,Geler une version confirmatoire de la carte avant toute nouvelle recherche bibliographique.,GARDER,P3,intégrité confirmatoire,False,data_required,relation_graph,relations;states,blocked,undetermined,relations ; states,non_admissible_comme_preuve_empirique,Acquérir/relier la donnée admissible : relations ; states.,224
M1-001,M1,Base de données des transitions matérielles,définir l’état antérieur,VIRER,,fiche descriptive/inventaire : ne discrimine pas ORI-C,False,data_required,matter_transitions,matter_transitions,blocked,undetermined,matter_transitions,non_admissible_comme_preuve_empirique,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,236
M1-002,M1,Base de données des transitions matérielles,définir l’état postérieur,VIRER,,fiche descriptive/inventaire : ne discrimine pas ORI-C,False,data_required,matter_transitions,matter_transitions,blocked,undetermined,matter_transitions,non_admissible_comme_preuve_empirique,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,237
M1-003,M1,Base de données des transitions matérielles,"définir les variables `n, G, I, E, Π, H`",VIRER,,fiche descriptive/inventaire : ne discrimine pas ORI-C,False,data_required,matter_transitions,matter_transitions,blocked,undetermined,matter_transitions,non_admissible_comme_preuve_empirique,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,238
M1-004,M1,Base de données des transitions matérielles,dater la transition avec intervalle d’incertitude,VIRER,,fiche descriptive/inventaire : ne discrimine pas ORI-C,False,data_required,matter_transitions,matter_transitions,blocked,undetermined,matter_transitions,non_admissible_comme_preuve_empirique,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,239
M1-005,M1,Base de données des transitions matérielles,lister les preuves directes,VIRER,,fiche descriptive/inventaire : ne discrimine pas ORI-C,False,data_required,matter_transitions,matter_transitions,blocked,undetermined,matter_transitions,non_admissible_comme_preuve_empirique,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,240
M1-006,M1,Base de données des transitions matérielles,lister les preuves indirectes,VIRER,,fiche descriptive/inventaire : ne discrimine pas ORI-C,False,data_required,matter_transitions,matter_transitions,blocked,undetermined,matter_transitions,non_admissible_comme_preuve_empirique,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,241
M1-007,M1,Base de données des transitions matérielles,lister les modèles concurrents,VIRER,,fiche descriptive/inventaire : ne discrimine pas ORI-C,False,data_required,matter_transitions,matter_transitions,blocked,undetermined,matter_transitions,non_admissible_comme_preuve_empirique,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,242
M1-008,M1,Base de données des transitions matérielles,identifier le seuil ou la plage de transition,VIRER,,fiche descriptive/inventaire : ne discrimine pas ORI-C,False,data_required,matter_transitions,matter_transitions,blocked,undetermined,matter_transitions,non_admissible_comme_preuve_empirique,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,243
M1-009,M1,Base de données des transitions matérielles,identifier la vitesse de variation,VIRER,,fiche descriptive/inventaire : ne discrimine pas ORI-C,False,data_required,matter_transitions,matter_transitions,blocked,undetermined,matter_transitions,non_admissible_comme_preuve_empirique,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,244
M1-010,M1,Base de données des transitions matérielles,identifier les états devenus accessibles,VIRER,,fiche descriptive/inventaire : ne discrimine pas ORI-C,False,data_required,matter_transitions,matter_transitions,blocked,undetermined,matter_transitions,non_admissible_comme_preuve_empirique,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,245
M1-011,M1,Base de données des transitions matérielles,identifier les états fermés,VIRER,,fiche descriptive/inventaire : ne discrimine pas ORI-C,False,data_required,matter_transitions,matter_transitions,blocked,undetermined,matter_transitions,non_admissible_comme_preuve_empirique,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,246
M1-012,M1,Base de données des transitions matérielles,identifier les pertes,VIRER,,fiche descriptive/inventaire : ne discrimine pas ORI-C,False,data_required,matter_transitions,matter_transitions,blocked,undetermined,matter_transitions,non_admissible_comme_preuve_empirique,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,247
M1-013,M1,Base de données des transitions matérielles,identifier les mécanismes de persistance,VIRER,,fiche descriptive/inventaire : ne discrimine pas ORI-C,False,data_required,matter_transitions,matter_transitions,blocked,undetermined,matter_transitions,non_admissible_comme_preuve_empirique,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,248
M1-014,M1,Base de données des transitions matérielles,identifier les contre-exemples,VIRER,,fiche descriptive/inventaire : ne discrimine pas ORI-C,False,data_required,matter_transitions,matter_transitions,blocked,undetermined,matter_transitions,non_admissible_comme_preuve_empirique,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,249
M1-015,M1,Base de données des transitions matérielles,attribuer un niveau de preuve par évaluateurs indépendants,VIRER,,fiche descriptive/inventaire : ne discrimine pas ORI-C,False,human_review,matter_transitions,matter_transitions,not_run,not_applicable,,,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,250
M2-001,M2,Nucléosynthèse et enrichissement,Reproduire les abondances primordiales avec plusieurs codes publics.,VIRER,,"balayage exploratoire/paramétrique : intégrer comme robustesse, pas comme test autonome",False,external_code,nucleosynthesis,nucleosynthesis_yields,blocked,undetermined,nucleosynthesis_yields,non_admissible_comme_preuve_empirique,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,254
M2-002,M2,Nucléosynthèse et enrichissement,"Comparer aux observations de deutérium, hélium et lithium.",VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,nucleosynthesis,nucleosynthesis_yields,blocked,undetermined,nucleosynthesis_yields,non_admissible_comme_preuve_empirique,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,255
M2-003,M2,Nucléosynthèse et enrichissement,Quantifier les incertitudes nucléaires.,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,nucleosynthesis,nucleosynthesis_yields,blocked,undetermined,nucleosynthesis_yields,non_admissible_comme_preuve_empirique,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,256
M2-004,M2,Nucléosynthèse et enrichissement,Tester l’effet des masses stellaires sur les rendements.,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,nucleosynthesis,nucleosynthesis_yields,blocked,undetermined,nucleosynthesis_yields,non_admissible_comme_preuve_empirique,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,257
M2-005,M2,Nucléosynthèse et enrichissement,"Tester métallicité, rotation et binarité.",VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,nucleosynthesis,nucleosynthesis_yields,blocked,undetermined,nucleosynthesis_yields,non_admissible_comme_preuve_empirique,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,258
M2-006,M2,Nucléosynthèse et enrichissement,"Comparer supernovæ, étoiles AGB, fusions d’objets compacts et autres sources.",VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,nucleosynthesis,nucleosynthesis_yields,blocked,undetermined,nucleosynthesis_yields,non_admissible_comme_preuve_empirique,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,259
M2-007,M2,Nucléosynthèse et enrichissement,Construire des histoires d’enrichissement différentes atteignant une métallicité finale comparable.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,nucleosynthesis,nucleosynthesis_yields,blocked,undetermined,nucleosynthesis_yields,non_admissible_comme_preuve_empirique,Acquérir/relier la donnée admissible : nucleosynthesis_yields.,260
M2-008,M2,Nucléosynthèse et enrichissement,Mesurer les différences de rapports isotopiques résiduels.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,nucleosynthesis,nucleosynthesis_yields,blocked,undetermined,nucleosynthesis_yields,non_admissible_comme_preuve_empirique,Acquérir/relier la donnée admissible : nucleosynthesis_yields.,261
M2-009,M2,Nucléosynthèse et enrichissement,Tester si l’histoire reste récupérable à partir de l’état final.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,nucleosynthesis,nucleosynthesis_yields,blocked,undetermined,nucleosynthesis_yields,non_admissible_comme_preuve_empirique,Acquérir/relier la donnée admissible : nucleosynthesis_yields.,262
M2-010,M2,Nucléosynthèse et enrichissement,Mesurer l’expansion du réseau de réactions accessible après chaque famille d’éléments.,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,nucleosynthesis,nucleosynthesis_yields,blocked,undetermined,nucleosynthesis_yields,non_admissible_comme_preuve_empirique,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,263
M3-001,M3,"Molécules, grains et glaces",Construire un réseau chimique interstellaire versionné.,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,astrochemistry,reaction_network;molecular_inventory,blocked,undetermined,molecular_inventory ; reaction_network,non_admissible_comme_preuve_empirique,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,267
M3-002,M3,"Molécules, grains et glaces","Tester température, densité, ionisation, UV et chocs.",VIRER,,"balayage exploratoire/paramétrique : intégrer comme robustesse, pas comme test autonome",False,data_required,astrochemistry,reaction_network;molecular_inventory,blocked,undetermined,molecular_inventory ; reaction_network,non_admissible_comme_preuve_empirique,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,268
M3-003,M3,"Molécules, grains et glaces",Comparer chimie gazeuse et chimie de surface.,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,astrochemistry,reaction_network;molecular_inventory,blocked,undetermined,molecular_inventory ; reaction_network,non_admissible_comme_preuve_empirique,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,269
M3-004,M3,"Molécules, grains et glaces",Tester la composition des grains.,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,astrochemistry,reaction_network;molecular_inventory,blocked,undetermined,molecular_inventory ; reaction_network,non_admissible_comme_preuve_empirique,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,270
M3-005,M3,"Molécules, grains et glaces",Tester l’épaisseur et la stratification des glaces.,VIRER,,secondaire/redondant : intégrer comme sous-analyse d’un test fort,False,data_required,astrochemistry,reaction_network;molecular_inventory,blocked,undetermined,molecular_inventory ; reaction_network,non_admissible_comme_preuve_empirique,Sortir du noyau probant strict ; conserver seulement en QA/exploratoire si utile.,271
M3-006,M3,"Molécules, grains et glaces","Tester plusieurs ordres d’irradiation, chauffage et refroidissement.",GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,astrochemistry,reaction_network;molecular_inventory,blocked,undetermined,molecular_inventory ; reaction_network,non_admissible_comme_preuve_empirique,Acquérir/relier la donnée admissible : molecular_inventory ; reaction_network.,272
M3-007,M3,"Molécules, grains et glaces",Rechercher des dépendances au chemin à état final macroscopique égal.,GARDER,P3,mesure/contrôle nécessaire à une preuve forte,False,data_required,astrochemistry,reaction_network;molecular_inventory,blocked,undetermined,molecular_inventory ; reaction_network,non_admissible_comme_preuve_empirique,Acquérir/relier la donnée admissible : molecular_inventory ; reaction_network.,273
M3-008,M3,"Molécules, grains et glaces",Mesurer les molécules nouvellement accessibles.,GARDER,P3,domaine des possibles / Pacc,False,data_required,astrochemistry,reaction_network;molecular_inventory,blocked,undetermined,molecular_inventory ; reaction_network,non_admissible_comme_preuve_empirique,Acquérir/relier la donnée admissible : molecular_inventory ; reaction_network.,274
